author,category,description,name,price,priceCurrency,ratingValue,pert_alcohol
John Hansell,Bourbon/Tennessee,"
Aged 11 years, this year’s single barrel release is a lively mix of caramel and bright, zingy orange on palate entry. Cinnamon, vanilla, and mint emerge mid-palate, leading to polished oak, baked apple, and a hint of leather on the finish. A lively bourbon, with crisp, clean flavors and nicely balanced. Another winner from Four Roses.","Four Roses 2014 Limited Edition Single Barrel, 60%",100.0,$,95,60.0
Jonny McCormick,Blended Scotch Whisky,"
Would you have gambled The Last Drop 1960 liquid in new sherry wood for four more years? The indulgent nose proffers maple syrup, buckwheat honey, roasted spices, blue grapes, pomegranate, raspberry compote, cilantro, pandan leaf, and beefsteak juices soaking into mushroom gills. The complex, lustrous mouthfeel is replete with a sheen of rich maltiness, molasses lashed by sherry before a dry, resinous finish. Water brings an oily nuttiness, then further drops produce a silky, clingy texture. Glorious. Miraculous. Victorious. (388 bottles only)","The Last Drop 50 year old, 50.9%",4000.0,$,95,50.9
Geoffrey Kleinman,Blended Scotch Whisky,"
As you’d expect, solid peat is the first thing out of the glass, but this isn’t just a peat beast. Underneath are honey, dried fruit, and malt. The palate is all about balance, with honeyed malt, raisin, and oak spice all complementing smoky peat. A lush mouthfeel makes you forget it’s cask strength. A pure love note in a glass from Compass Box to Park Avenue Liquor.  (Park Avenue Liquor only)","Compass Box The Peat Monster 10th Anniversary Special Cask Strength Bottling, 54.7%",120.0,$,95,54.7
Gavin Smith,Single Malt Scotch,"
Maturation of this 1978 distillate has taken place in European oak and refill American oak casks. Fresh and fruity on the early, herbal nose; a hint of wax, plus brine, developing walnut fudge, and an underlying wisp of smoke. Finally, wood resin. The palate is very fruity, with mixed spices, then plain chocolate, damp undergrowth, gentle peat smoke, and finally coal. Mildly medicinal. Ashy peat and aniseed linger in the long, slowly drying finish. Brora at its very best. (2,944 bottles) Editor's Choice","Brora 35 year old, 49.9%",750.0,$,95,49.9
Dave Broom,Single Malt Scotch,"
The whisky is sensational, a glorious mix of ginseng syrup, baked banana, semi-dried tropical fruits, and an exotic smoked edge. Without the last, you could believe it was a delicate Cognac. In time, there’s peppermint and guava syrup. A sip is all you need to reveal perfect, thrilling harmony: light nuttiness, pollen, subtle fruits, gentle smoke, and light fungal touches. It’s stunning, but it’s £16,000! Whisky this great, even in limited quantities, should be fairly priced. Points off. £16,000","Bowmore 50 year old (distilled 1961), 40.7%",26650.0,$,95,40.7
John Hansell,Bourbon/Tennessee,"
Still lively for 18 years old, with no hint of interfering oak. The age has softened the rye spice, making it an easy entry into the premium rye category. The balance here is beautiful, with rounded spice (mint, cinnamon, licorice root) on a bed of soft vanilla and caramel. Gently, dry finish. Very sophisticated for a rye. It remains my benchmark for extra-matured rye whiskeys, which are becoming exceedingly scarce. Buffalo Trace Antique Collection 2013 Release.","Sazerac 18 year old (bottled Fall 2013), 45%",70.0,$,95,45.0
John Hansell,Bourbon/Tennessee,"
The traditionally gentle demeanor of this wheated bourbon is jazzed up with some lovely complex spice (mostly coming from the oak). Sweet notes of maple syrup, silky caramel, blackberry jam, and blueberry are peppered with notes of allspice spiked with cinnamon and vanilla. Soft leather on the finish. Great balance. A lovely whiskey! Buffalo Trace Antique Collection 2013 Release.","William Larue Weller, 68.1%",70.0,$,95,68.1
John Hansell,Bourbon/Tennessee,"
Less alcohol than past Staggs, even at 128.2° proof. This whiskey has always been one of the best in the portfolio, and its reputation is intact. Sweeter and fuller in body than recent releases, and not as masculine, making it easier to drink. (Don’t worry; it’s still a big Stagg, but with a smaller “rack.”) Vanilla taffy, nougat, dates, polished oak, roasted nuts, leather, and tobacco: it’s all there. Buffalo Trace Antique Collection 2013.","George T. Stagg, 64.1%",70.0,$,95,64.1
John Hansell,Rye Whiskey,"
A perennial classic. Not aggressively bold like its younger sibling (Thomas H. Handy), but this is a rye of distinction and class. Still quite vibrant for its age, with plenty of spice (cinnamon, soft evergreen, vanilla, hint of nutmeg) softened and balanced by sweet notes (caramel, toffee), glazed citrus, and dried oak on the finish. This remains the benchmark for what a mature rye whiskey should taste like.  ","Sazerac 18 year old (bottled Fall 2012), 45%",70.0,$,95,45.0
John Hansell,Bourbon/Tennessee,"
The key to bourbons that use wheat instead of rye (like this Weller), is to get the right amount of wood influence to balance the sweet notes and add depth. This whiskey does a great job of it. Notes of dark fruit (blackberry, plum, blueberry), layered sweetness (maple syrup, toffee, caramel), and dried spice (cinnamon, vanilla). Soft, pleasant finish.","William Larue Weller, 61.7%",70.0,$,95,61.7
John Hansell,Bourbon/Tennessee,"
At this strength, it’s almost like getting two whiskeys for the price of one. A great value, considering its age. (It’s not identified on the label, but was distilled in 1993.) Try to find a great 18 year old, cask-strength single malt scotch for this price. Very mature — with a good dose of oak — but not excessively so. Notes of toffee, tobacco, dark molasses, roasted nuts, dried vanilla, leather, and a hint of dusty corn. Dry on the finish, with lingering leather and tobacco.","George T. Stagg, 71.3%",70.0,$,95,71.3
John Hansell,Bourbon/Tennessee,"
No age statement, but distilled in 1998. The only wheated recipe bourbon in the 2011 Antique Collection, and a very good one at that. Higher in strength than last year’s offering (which was 63.3%), but very similar (and equally as impressive). The most elegant and smoothest of this collection, with layered sweetness (honey, caramel, marzipan, maple syrup), fig, blackberry preserve, hint of green tea, and just the right amount of spice for balance (nutmeg, cinnamon, cocoa). ","William Larue Weller, 66.75%",70.0,$,95,66.75
John Hansell,Rye Whiskey,"
This was my second lowest rated whiskey from the 2009 Collection (a 91 rating). This one is an impressive whiskey, and an improvement from last year. It’s soft (for a straight rye), well rounded, and easy to embrace, with tamed spice (cinnamon, mint, vanilla, mocha), nougat, toffee, fruit (bramble, subtle citrus), subtle date, and polished leather on the finish. Buffalo Trace is playing a shell game with this aged rye (being stored in stainless steel tanks over the past several years until new stocks mature), but in this instance there seems to be a prize under every shell. Well done! (Editor's Choice)","Sazerac Rye, 18 year old, 45%",70.0,$,95,45.0
Dave Broom,Single Malt Scotch,"
Though Brora has acquired cult status, it has to be said that for a few years these Special Release Broras went through an off-putting butyric phase, which might well have put off newbies to this legendary closed site, who must have wondered what all the fuss was about.
One nose of the 2010 SR shows that these days have been consigned to the past. This is classy from the word go. Gold in color; the nose manages to be both overtly waxy — I’m reminded of waxed paper — and fragrant. Behind that is coal smoke, rather than the heavy peatiness of earlier vintages (Brora’s peating levels varied in its last years). In other words, this is robust and powerful, with an evocative aroma that speaks of old sea chests, the seashore, and vellum. Hugely concentrated, with massed fruits — quince especially — following behind. This is amplified with a drop or two of water. 
The palate is unctuous and heavy. Tectonic plates move more quickly than this does in the mouth. When it does, the oily/waxy textures and flavors move slowly — camphor, peach, membrillo, hints of citrus, and toward the finish a growing brininess (akin to olives) and a hint of smoke. Elemental and one of the best Broras for years. [not available in the U.S.]£280  ","Brora 2010, 54.3%",455.0,$,95,54.3
John Hansell,Single Malt Scotch,"
An excellent example of an ultra-mature, sherried whisky done the right way. Much darker and more decadent than the other two releases here. Silky texture. Rummy, jammy fruit, toasted walnut, leather, spice (cinnamon, clove), tobacco, and dark chocolate, with a foundation of juicy oak. Tasting this whisky, you know it’s old, but you also know it’s very good. ","Glenglassaugh, 40 year old, 44.6%",2525.0,$,95,44.6
John Hansell,Bourbon/Tennessee,"
Surprisingly light and fresh for a 15 year old whiskey. Crisply spiced, with cinnamon, evergreen, vanilla, anise, and teaberry. Hints of dried fruit, kissed with light honey and a wisp of smoke. Balanced and clean throughout, and very drinkable. An excellent whiskey! Price is per 375ml.","Buffalo Trace Experimental Collection, 1995 Vintage, “American Oak Chips Seasoned,” 45% ",47.0,$,95,45.0
John Hansell,Blended Malt Scotch Whisky,"
A marriage of three different single malts, aged in American and French oak. This whisky shows the advantage of marrying whiskies from more than one distillery (when properly done). Vibrant, with a complex array of fruit (orchard fruit, sultana), sweetness (light toffee, marzipan, honeyed malt), spice (creamy vanilla, mocha, warming pepper), smoke (tar, smoked olive, coal), and lesser notes of toasted almond and beach pebbles. More smoke and tar on the palate than the nose, yet always in balance. Well played! (Editor's Choice)","Compass Box Flaming Heart (10th Anniversary bottling), 48.9%",105.0,$,95,48.9
John Hansell,Single Malt Scotch,"
Glenfarclas has a proven track record for aging very well. I’ve enjoyed some amazing 25 and 30 year old expressions, in addition to some older vintage offerings. Does this new 40 year old follow suit? Absolutely! It’s complex and well-rounded, with great depth and no excessive oak. Lush, candied citrus (especially orange), old pot still rum, maple syrup, fig, roasted nuts, and polished leather, with hints of mocha, candied ginger, and tobacco. A bit oily in texture (which I find soothing) with good tannic grip on the finish. A classic, well-matured Glenfarclas — and a very good value for its age. (Editor's Choice)","Glenfarclas, 40 year old, 46%",460.0,$,95,46.0
Dave Broom,Japanese,"
Produced at Miyagikyo’s grain distillery from 100% malted barley, this is rich gold in hue, while the nose is big and luscious with plenty of ripe banana, crushed hazelnut, and an intriguing green malt note behind. As it opens, there’s the effect of a high-cocoa chocolate bar melting in your hands, as well as coconut, vanilla fudge, and basil. With water (and it needs it) there’s honey on hot buttered toast. The palate is sumptuous; that banana’s now flambéed. Super ripe and fascinating. A grain for malt lovers. £99. Price in US dollars converted at time of review.","Coffey Malt, 12 year old, 55%",153.0,$,95,55.0
